taxon_id	organism	taxon_of_expectation	expected_number_of_peptide	peptide	number_of_final_peptide	expected_number_reached	polyprotein_fully_covered	unannotated_parts	relevant_annotation	matchID	method	score	Dbxref	name	signature_desc	start_in_prot	end_in_prot	start	end	duplicated	overlapping	OverlappingDistance	left_overlaps_peptide	right_overlaps_peptide
47000	Equine rhinitis A virus	Aphthovirus	12	12	12	True	False	1	True	5676	CDD	3.93874E-75		cd01699	RNA_dep_RNAP	1904	2174	6652	7465	False	False	0	0	0
47000	Equine rhinitis A virus	Aphthovirus	12	12	12	True	False	1	True	5677	Pfam	5.8E-19	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	189	262	1507	1729	True	False	0	0	0
47000	Equine rhinitis A virus	Aphthovirus	12	12	12	True	False	1	True	5678	Pfam	6.3E-24	InterPro:IPR008739	PF05408	Foot-and-mouth virus L-proteinase	18	169	994	1450	False	False	0	0	0
1127767	Espirito Santo virus	Birnaviridae	5	3	3	False	True	0	True	3960	Pfam	4.1E-81	InterPro:IPR025775	PF01768	Birnavirus VP4 protein	445	689	1434	2169	False	True	56	56	0
1127767	Espirito Santo virus	Birnaviridae	5	3	3	False	True	0	True	3961	Pfam	1.4E-197	InterPro:IPR002662	PF01766	Birnavirus VP2 protein	2	442	105	1428	False	False	0	0	0
1127767	Espirito Santo virus	Birnaviridae	5	3	3	False	True	0	True	3962	ProSiteProfiles	56.91	InterPro:IPR025775	PS51548	Birnavirus VP4 protease domain profile.	501	724	1602	2274	False	True	1	0	1
1127767	Espirito Santo virus	Birnaviridae	5	3	3	False	True	0	True	3963	Pfam	8.6E-26	InterPro:IPR002663	PF01767	Birnavirus VP3 protein	762	973	2385	3021	False	False	0	0	0
186165	Euprosterna elaeasa virus	Permutotetraviridae	3	3	3	True	True	0	True	6991	Pfam	1.7E-93	InterPro:IPR005313	PF03566	Peptidase family A21	178	749	3866	5582	False	True	54	0	54
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6617	CDD	1.41509E-70		cd01699	RNA_dep_RNAP	1391	1673	4178	5027	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6618	Pfam	1.6E-31	InterPro:IPR000317	PF03510	2C endopeptidase (C24) cysteine protease family	1113	1211	3344	3641	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6619	CDD	1.95478E-7		cd00009	AAA	497	592	1496	1784	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6620	Pfam	2.0E-20	InterPro:IPR000605	PF00910	RNA helicase	513	608	1544	1832	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6621	Pfam	2.9E-121	InterPro:IPR004005	PF00915	Calicivirus coat protein	1768	2051	5309	6161	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6622	ProSiteProfiles	14.76	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1488	1612	4469	4844	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6623	CDD	1.06658E-25	InterPro:IPR033703	cd00205	rhv_like	1822	1984	5471	5960	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6624	ProSiteProfiles	47.539	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	487	647	1466	1949	False	False	0	0	0
33756	European brown hare syndrome virus	Lagovirus	8	7	7	False	False	1	True	6625	Pfam	1.8E-128	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1274	1731	3827	5201	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	4783	CDD	1.26589E-16	InterPro:IPR033703	cd00205	rhv_like	164	328	5802	6297	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	4784	Pfam	1.4E-139	InterPro:IPR004005	PF00915	Calicivirus coat protein	111	395	5643	6498	False	True	14	14	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5116	SMART	6.1E-8	InterPro:IPR003593	SM00382		476	603	1444	1828	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5117	Pfam	3.9E-21	InterPro:IPR000605	PF00910	RNA helicase	481	575	1459	1744	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5118	CDD	2.88076E-10		cd00009	AAA	466	596	1414	1807	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5119	ProSiteProfiles	49.031	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	458	614	1390	1861	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5120	CDD	1.21254E-62		cd01699	RNA_dep_RNAP	1397	1665	4207	5014	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5121	Pfam	6.0E-44	InterPro:IPR000317	PF03510	2C endopeptidase (C24) cysteine protease family	1095	1199	3301	3616	False	False	0	0	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5122	Pfam	2.8E-152	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1265	1735	3811	5224	False	True	81	81	0
11978	Feline calicivirus	Vesivirus	8	10	8	True	True	0	True	5123	ProSiteProfiles	14.614	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1478	1603	4450	4828	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2350	ProSiteProfiles	8.829	InterPro:IPR001878	PS50158	Zinc finger CCHC-type profile.	549	564	2328	2376	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2351	Pfam	1.6E-25	InterPro:IPR001584	PF00665	Integrase core domain	1488	1599	5145	5481	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2352	CDD	5.59788E-54		cd09273	RNase_HI_RT_Bel	1220	1360	4341	4764	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2353	Pfam	4.6E-56	InterPro:IPR000840	PF01140	Matrix protein (MA), p15	76	198	909	1278	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2354	Pfam	1.1E-5	InterPro:IPR002079	PF01141	Gag polyprotein, inner coat protein p12	206	268	1299	1488	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2355	Pfam	1.4E-24	InterPro:IPR000477	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	801	972	3084	3600	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2356	Pfam	1.7E-126	InterPro:IPR003036	PF02093	Gag P30 core shell protein	282	492	1527	2160	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2357	ProSiteProfiles	29.895	InterPro:IPR001584	PS50994	Integrase catalytic domain profile.	1485	1643	5136	5613	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2358	Pfam	1.8E-31	InterPro:IPR002156	PF00075	RNase H	1218	1360	4335	4764	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2359	Pfam	3.3E-24		PF16721	Zinc-finger like, probable DNA-binding	1385	1475	4836	5109	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2360	SMART	0.0015	InterPro:IPR001878	SM00343		548	564	2325	2376	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2361	ProSiteProfiles	18.469	InterPro:IPR000477	PS50878	Reverse transcriptase (RT) catalytic domain profile.	782	973	3027	3603	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2362	CDD	2.34168E-109		cd03715	RT_ZFREV_like	758	971	2955	3597	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2363	ProSiteProfiles	21.079	InterPro:IPR002156	PS50879	RNase H domain profile.	1215	1361	4326	4767	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2364	ProSiteProfiles	21.683	InterPro:IPR001995	PS50175	Aspartyl protease, retroviral-type family profile.	603	673	2490	2703	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2365	Pfam	2.2E-4	InterPro:IPR001878	PF00098	Zinc knuckle	548	564	2325	2376	True	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2366	CDD	3.68642E-26	InterPro:IPR034145	cd06095	RP_RTVL_H_like	594	675	2463	2709	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	2367	Pfam	7.4E-24	InterPro:IPR018061	PF00077	Retroviral aspartyl protease	591	682	2454	2730	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	6892	CDD	6.60221E-44		cd09851	HTLV-1-like_HR1-HR2	479	556	7421	7655	False	False	0	0	0
11768	Feline leukemia virus	Gammaretrovirus	9	11	9	True	False	2	True	6893	Pfam	5.9E-239	InterPro:IPR018154	PF00429	ENV polyprotein (coat polyprotein)	22	616	6050	7835	False	True	183	12	171
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1917	Pfam	1.8E-4	InterPro:IPR000081	PF00947	Picornavirus core protein 2A	964	1075	3188	3524	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1918	CDD	6.33133E-32	InterPro:IPR033703	cd00205	rhv_like	174	348	818	1343	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1919	CDD	1.57272E-44	InterPro:IPR033703	cd00205	rhv_like	415	576	1541	2027	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1920	ProDom	2.0E-5		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1376	1406	4424	4517	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1921	ProDom	0.003	InterPro:IPR000081	PD001306	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1017	1063	3347	3488	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1922	Pfam	1.3E-41	InterPro:IPR001676	PF00073	picornavirus capsid protein	138	322	710	1265	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1922	Pfam	7.7E-14	InterPro:IPR001676	PF00073	picornavirus capsid protein	681	799	2339	2696	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1922	Pfam	2.2E-31	InterPro:IPR001676	PF00073	picornavirus capsid protein	383	542	1445	1925	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1923	Pfam	2.9E-7	InterPro:IPR014838	PF08727	Poliovirus 3A protein like	1590	1637	5066	5210	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1924	CDD	2.60519E-64		cd01699	RNA_dep_RNAP	2026	2280	6374	7139	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1925	ProSiteProfiles	15.405	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2102	2218	6602	6953	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1926	ProSiteProfiles	53.933	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1297	1459	4187	4676	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1927	Pfam	5.8E-29	InterPro:IPR000605	PF00910	RNA helicase	1320	1420	4256	4559	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1928	Pfam	1.3E-37	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1695	1859	5381	5876	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1929	Pfam	7.1E-9	InterPro:IPR002527	PF01552	Picornavirus 2B protein	1094	1182	3578	3845	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1930	Pfam	8.7E-71	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1890	2335	5966	7304	False	False	0	0	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1931	ProDom	9.0E-30	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1085	1299	3551	4196	False	True	104	104	0
1108810	Feline picornavirus	Picornaviridae	11	12	12	True	True	0	True	1932	CDD	8.61503E-23	InterPro:IPR033703	cd00205	rhv_like	659	857	2273	2870	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6443	ProSiteProfiles	10.849	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1569	1675	4770	5091	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6444	Pfam	1.4E-59	InterPro:IPR002588	PF01660	Viral methyltransferase	38	328	177	1050	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6445	Pfam	1.2E-20	InterPro:IPR008043	PF05381	Tymovirus endopeptidase	757	842	2334	2592	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6446	ProDom	4.0E-40	InterPro:IPR000574	PD003886	CAPSID VIRION COAT STRUCTURAL POLYPROTEIN REPLICASE-ASSOCIATED 3D-STRUCTURE ACETYLATION DIRECT SEQUENCING	1995	2154	6048	6528	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6447	Pfam	5.7E-11	InterPro:IPR001788	PF00978	RNA dependent RNA polymerase	1497	1667	4554	5067	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6448	Pfam	3.5E-52	InterPro:IPR027351	PF01443	Viral (Superfamily 1) RNA helicase	936	1169	2871	3573	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6449	ProSiteProfiles	28.327		PS51738	Peptidase family C21 domain profile.	696	852	2151	2622	False	True	6	0	6
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6450	Pfam	1.0E-12	InterPro:IPR000574	PF00983	Tymovirus coat protein	1996	2128	6051	6450	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6451	ProSiteProfiles	48.261	InterPro:IPR027351	PS51657	(+)RNA virus helicase core domain profile.	906	1201	2781	3669	False	False	0	0	0
548908	Fig fleck-associated virus	Tymoviridae	2	5	5	True	True	0	True	6452	ProSiteProfiles	29.307	InterPro:IPR002588	PS51743	Alphavirus-like methyltransferase (MT) domain profile.	58	221	237	729	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6407	Pfam	1.7E-40	InterPro:IPR001676	PF00073	picornavirus capsid protein	311	474	1988	2480	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6407	Pfam	2.8E-14	InterPro:IPR001676	PF00073	picornavirus capsid protein	722	858	3221	3632	False	True	3	3	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6407	Pfam	5.5E-29	InterPro:IPR001676	PF00073	picornavirus capsid protein	537	690	2666	3128	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6408	ProDom	2.0E-5		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1271	1301	4868	4961	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6409	Pfam	3.9E-136	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1865	2310	6650	7988	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6410	ProSiteProfiles	16.445	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2086	2204	7313	7670	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6411	CDD	1.1898E-31	InterPro:IPR033703	cd00205	rhv_like	350	503	2105	2567	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6412	CDD	6.38964E-31	InterPro:IPR033703	cd00205	rhv_like	549	722	2702	3224	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6413	Pfam	6.9E-62	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1642	1826	5981	6536	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6414	Pfam	8.1E-45	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	202	285	1661	1913	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6415	Pfam	1.4E-144	InterPro:IPR008739	PF05408	Foot-and-mouth virus L-proteinase	1	201	1058	1661	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6416	ProSiteProfiles	62.072	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1189	1353	4622	5117	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6417	CDD	9.489E-16	InterPro:IPR033703	cd00205	rhv_like	756	916	3323	3806	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6418	Pfam	2.3E-31	InterPro:IPR000605	PF00910	RNA helicase	1213	1315	4694	5003	False	False	0	0	0
12118	Foot-and-mouth disease virus - type O	Aphthovirus	12	12	12	True	True	0	True	6419	CDD	6.85608E-59		cd01699	RNA_dep_RNAP	2010	2265	7085	7853	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	454	ProSiteProfiles	23.17	InterPro:IPR002588	PS51743	Alphavirus-like methyltransferase (MT) domain profile.	28	257	127	817	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	455	Pfam	4.9E-29	InterPro:IPR027351	PF01443	Viral (Superfamily 1) RNA helicase	717	954	2194	2908	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	456	ProSiteProfiles	33.935	InterPro:IPR027351	PS51657	(+)RNA virus helicase core domain profile.	674	988	2065	3010	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	457	ProSiteProfiles	13.387	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2214	2329	6685	7033	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	458	ProSiteProfiles	17.332	InterPro:IPR002589	PS51154	Macro domain profile.	1318	1486	3997	4504	False	True	10	10	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	459	ProSiteProfiles	104.168	InterPro:IPR002620	PS51520	Alphavirus nsp2 protease (nsp2pro) domain profile.	1001	1320	3046	4006	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	460	SMART	2.4E-44	InterPro:IPR002589	SM00506		1330	1451	4033	4399	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	461	Pfam	1.5E-71	InterPro:IPR002620	PF01707	Peptidase family C9	961	1150	2926	3496	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	462	Pfam	2.4E-152	InterPro:IPR001788	PF00978	RNA dependent RNA polymerase	2001	2447	6046	7387	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	463	Pfam	3.4E-13	InterPro:IPR002589	PF01661	Macro domain	1347	1449	4084	4393	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	464	Pfam	5.5E-67	InterPro:IPR002588	PF01660	Viral methyltransferase	14	393	85	1225	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	937	ProSiteProfiles	81.394	InterPro:IPR000930	PS51690	Alphavirus core protein (CP) domain profile.	112	261	7802	8252	True	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	938	Pfam	7.7E-21	InterPro:IPR002533	PF01563	Alphavirus E3 glycoprotein	267	321	8267	8432	True	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	939	Pfam	4.2E-167	InterPro:IPR000936	PF00943	Alphavirus E2 glycoprotein	332	738	8462	9683	True	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	940	Pfam	5.1E-172	InterPro:IPR002548	PF01589	Alphavirus E1 glycoprotein	742	1227	9692	11150	False	True	58	58	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	941	Pfam	2.4E-74	InterPro:IPR000930	PF00944	Alphavirus core protein	105	262	7781	8255	True	True	1	0	1
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	2221	Pfam	1.3E-74	InterPro:IPR000930	PF00944	Alphavirus core protein	105	262	7781	8255	False	True	1	0	1
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	2222	Pfam	4.6E-21	InterPro:IPR002533	PF01563	Alphavirus E3 glycoprotein	267	321	8267	8432	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	2223	ProSiteProfiles	81.394	InterPro:IPR000930	PS51690	Alphavirus core protein (CP) domain profile.	112	261	7802	8252	False	False	0	0	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	2224	Pfam	5.7E-7	InterPro:IPR002548	PF01589	Alphavirus E1 glycoprotein	742	783	9692	9818	False	True	3	3	0
48544	Fort Morgan virus	Alphavirus	9	10	10	True	True	0	True	2225	Pfam	1.6E-167	InterPro:IPR000936	PF00943	Alphavirus E2 glycoprotein	332	738	8462	9683	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2120	Pfam	9.8E-63	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1539	1812	4691	5513	False	True	24	0	24
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2121	ProSiteProfiles	12.546	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1397	1556	4265	4745	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2122	ProSiteProfiles	17.218	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1226	1378	3752	4211	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2123	CDD	5.87742E-47		cd01699	RNA_dep_RNAP	2204	2459	6686	7454	False	True	81	81	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2124	Pfam	1.5E-59	InterPro:IPR001730	PF00863	Peptidase family C4	2556	2787	7742	8438	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2125	ProSiteProfiles	48.449	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	631	753	1967	2336	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2126	Pfam	1.4E-105	InterPro:IPR001456	PF00851	Helper component proteinase	319	753	1031	2336	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2127	Pfam	4.2E-64		PF13608	Protein P3 of Potyviral polyprotein	768	1205	2378	3692	False	True	103	0	103
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2128	SMART	2.5E-15	InterPro:IPR001650	SM00490		1416	1514	4322	4619	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2129	ProSiteProfiles	72.459	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	2556	2774	7742	8399	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2130	SMART	1.4E-20	InterPro:IPR014001	SM00487		1211	1389	3707	4244	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2131	Pfam	1.5E-33	InterPro:IPR002540	PF01577	Potyvirus P1 protease	92	297	350	968	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2132	Pfam	1.2E-96	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2059	2522	6251	7643	False	True	226	226	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2133	Pfam	8.9E-90	InterPro:IPR001592	PF00767	Potyvirus coat protein	2843	3076	8603	9305	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2134	ProSiteProfiles	16.653	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2280	2404	6914	7289	False	True	5	5	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2135	CDD	3.85868E-21		cd00046	DEXDc	1233	1360	3773	4157	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2136	Pfam	1.3E-8	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1398	1513	4268	4616	False	False	0	0	0
421012	Freesia mosaic virus	Potyviridae	10	10	10	True	False	1	True	2137	Pfam	7.4E-5	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1253	1367	3833	4178	False	False	0	0	0
332471	Fritillary virus Y	Potyviridae	10	10	10	True	True	0	True	701	CDD	4.03477E-8	InterPro:IPR001650	cd00079	HELICc	1419	1534	4426	4774	False	False	0	0	0
332471	Fritillary virus Y	Potyviridae	10	10	10	True	True	0	True	702	Pfam	4.1E-95	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2311	2769	7102	8479	False	False	0	0	0
332471	Fritillary virus Y	Potyviridae	10	10	10	True	True	0	True	703	CDD	7.64802E-23		cd00046	DEXDc	1248	1373	3913	4291	False	False	0	0	0
332471	Fritillary virus Y	Potyviridae	10	10	10	True	True	0	True	704	Pfam	2.4E-11	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1412	1526	4405	4750	False	False	0	0	0
332471	Fritillary virus Y	Potyviridae	10	10	10	True	True	0	True	705	ProSiteProfiles	49.139	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	645	767	2104	2473	False	False	0	0	0
332471	Fritillary virus Y	Potyviridae	10	10	10	True	True	0	True	706	ProSiteProfiles	14.99	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1410	1569	4399	4879	False	False	0	0	0
